id_player,stat_acceleration,stat_agility,stat_jumping,stat_stamina,stat_strength,stat_aggression,stat_balance,stat_ballControl,stat_composure,stat_crossing,stat_curve,stat_def,stat_defensiveAwareness,stat_dri,stat_dribbling,stat_finishing,stat_freeKickAccuracy,stat_gkDiving,stat_gkHandling,stat_gkKicking,stat_gkPositioning,stat_gkReflexes,stat_headingAccuracy,stat_interceptions,stat_longPassing,stat_longShots,stat_pac,stat_pas,stat_penalties,stat_phy,stat_positioning,stat_reactions,stat_sho,stat_shortPassing,stat_shotPower,stat_slidingTackle,stat_sprintSpeed,stat_standingTackle,stat_vision,stat_volleys
258930,77,76,79,63,72,59,83,73,72,45,62,25,22,74,74,79,52,5,6,12,6,14,67,22,48,70,77,59,66,68,79,75,75,68,76,21,77,18,65,69
263396,61,40,78,66,70,75,50,71,62,36,35,77,77,57,50,32,29,11,13,9,13,8,77,76,60,22,57,54,45,70,31,73,33,74,43,76,54,78,44,36
272259,81,79,79,69,68,50,69,72,66,70,74,56,55,73,74,75,79,12,11,7,6,10,69,60,70,77,80,75,55,65,71,69,72,81,69,40,79,55,71,59
221841,84,79,79,68,63,78,79,72,66,62,67,35,36,73,73,77,60,10,13,13,12,7,69,41,58,72,77,66,71,68,79,76,76,72,79,25,71,23,67,70
264699,65,64,69,76,65,68,74,78,71,63,65,70,68,74,75,57,65,9,8,12,6,6,64,71,77,66,66,74,54,69,59,70,61,80,72,68,66,74,77,48
197756,70,79,80,74,73,75,76,77,74,76,73,57,55,78,78,73,67,6,8,7,16,8,74,52,59,70,71,71,73,74,74,78,73,73,75,49,71,58,72,71
207790,58,67,79,71,80,77,67,78,75,71,79,77,78,69,63,35,70,16,10,8,14,10,73,77,75,71,59,73,45,77,61,75,53,76,79,74,60,78,69,40
245598,62,51,74,77,76,74,60,72,57,46,46,71,64,68,70,68,48,10,9,10,14,6,64,78,73,67,61,66,52,76,71,76,64,75,59,71,61,76,73,42
267505,78,68,66,59,55,53,73,78,68,53,47,55,42,75,76,74,67,7,9,12,14,13,52,64,77,75,77,71,68,56,81,77,72,79,68,44,76,68,78,45
264876,64,72,63,71,64,56,78,77,65,74,70,64,59,77,79,73,66,14,12,12,8,14,53,71,67,82,68,73,64,64,74,71,73,74,67,62,72,68,75,67
198951,76,75,82,61,69,42,68,73,66,70,66,36,32,72,72,75,57,6,13,6,14,6,75,39,58,68,77,66,76,62,81,73,74,70,76,21,77,29,63,77
250789,81,84,67,74,69,30,71,78,76,70,76,30,27,78,79,68,63,7,12,15,6,5,44,35,62,68,85,70,59,62,66,68,68,72,71,28,89,26,72,63
257208,84,85,59,84,52,73,79,77,69,72,66,53,47,76,75,70,56,14,6,6,13,10,38,62,71,69,82,71,55,65,66,69,69,73,71,51,81,60,73,67
246690,70,66,87,73,83,69,64,75,69,43,49,39,40,72,72,76,58,7,14,10,14,14,76,25,50,67,71,57,67,78,78,75,73,66,74,30,72,39,61,66
225200,78,75,71,66,60,47,62,77,69,74,52,35,35,76,78,73,41,6,12,12,15,8,59,33,69,61,76,69,58,59,75,71,67,71,66,31,74,30,73,49
226339,37,44,49,28,41,19,57,15,46,15,12,35,15,65,11,17,13,71,80,78,81,65,14,17,27,12,71,78,40,81,10,67,80,21,59,18,31,17,36,10
246672,80,85,61,58,42,35,84,77,74,74,64,24,33,78,78,74,43,13,11,11,5,13,58,17,60,67,78,69,59,46,75,75,72,71,75,14,76,12,73,66
212269,65,69,74,63,80,73,74,76,79,72,74,74,75,75,75,64,63,6,11,12,14,10,72,73,78,74,67,74,54,74,64,75,68,76,77,74,69,75,73,68
235456,80,83,76,80,68,72,86,79,75,66,59,69,68,79,78,61,68,12,15,14,10,9,61,70,76,64,81,73,55,72,74,75,63,77,69,69,81,72,75,56
241607,67,68,84,84,74,84,66,75,72,59,53,73,70,73,73,67,43,6,12,9,5,12,81,78,71,59,68,66,59,79,71,72,65,75,69,67,69,73,64,59
246258,76,78,82,70,78,83,80,76,77,56,64,46,42,76,75,80,48,6,14,10,14,8,68,41,68,68,72,68,75,77,81,75,76,74,74,44,68,46,75,70
264944,72,73,81,70,73,48,64,79,73,69,72,63,48,76,77,75,69,13,7,12,11,9,72,69,69,72,72,73,70,68,77,75,74,76,73,62,72,72,74,68
252794,83,84,65,82,55,70,85,79,76,67,75,67,67,78,77,69,74,8,12,9,10,9,46,68,75,73,79,74,64,65,67,67,70,77,72,67,76,72,75,68
205069,70,79,61,37,52,75,88,80,80,78,78,75,75,80,79,63,51,8,9,12,11,16,56,78,73,62,70,76,53,53,77,80,64,79,70,75,70,78,76,61
244238,56,48,84,69,83,70,47,65,70,50,47,75,76,61,60,57,47,13,7,12,10,13,80,72,74,53,59,65,53,77,53,70,59,75,71,73,61,75,66,55
216939,43,48,68,41,68,27,42,28,62,12,24,45,14,77,11,13,12,74,70,71,78,77,24,15,33,11,74,71,19,78,12,71,70,32,53,13,49,14,41,11
255074,73,69,71,69,60,64,56,77,65,62,47,63,61,75,79,67,58,13,14,11,8,14,62,67,70,71,75,71,69,64,72,76,69,78,73,58,76,64,76,59
186200,75,81,80,76,67,72,77,74,76,74,72,46,68,76,75,76,61,11,6,8,12,6,75,30,62,70,72,72,78,71,79,77,75,75,76,26,70,30,76,75
264298,81,71,73,84,61,83,66,74,67,72,57,70,68,73,74,60,33,15,9,10,5,10,58,71,61,56,82,66,39,72,71,73,59,70,66,69,83,74,66,50
210358,44,22,56,34,42,22,32,35,61,17,20,44,20,77,12,17,15,72,72,78,79,77,30,11,42,11,72,78,22,79,11,67,72,49,59,20,43,21,56,20
244390,78,69,81,76,77,73,70,73,67,71,69,48,45,73,74,76,47,7,7,6,14,13,64,38,64,72,84,68,70,76,74,75,76,72,83,42,89,53,68,67
215048,47,41,64,36,62,27,55,25,50,22,17,44,20,75,20,19,14,75,72,71,73,75,12,27,46,16,75,71,29,73,16,74,72,39,53,14,40,15,62,17
266032,92,90,63,70,54,38,84,79,63,64,71,26,25,82,84,73,42,6,5,12,7,8,42,26,45,54,90,62,53,55,69,74,66,68,65,24,89,22,64,61
272054,55,68,86,71,82,70,62,77,75,75,62,76,75,62,50,35,39,9,6,8,7,7,84,77,75,40,54,70,50,77,45,60,37,80,35,70,54,77,55,37
195202,53,68,64,66,68,58,67,78,81,78,77,63,67,75,75,70,72,14,12,7,6,7,58,64,77,76,52,78,65,65,75,77,72,78,73,48,51,64,78,72
225263,51,38,79,65,84,78,44,64,72,28,28,74,74,59,59,32,31,8,9,9,10,8,75,73,72,27,59,57,38,78,54,72,39,73,67,74,66,75,60,32
265865,83,92,74,66,63,53,84,82,73,65,88,42,43,81,80,67,59,6,7,11,11,5,58,41,65,72,81,70,62,62,72,72,69,75,73,35,79,40,69,62
262402,84,71,79,85,69,70,69,70,65,69,46,73,74,68,67,40,34,6,11,11,15,7,65,76,57,29,81,64,44,74,56,63,43,71,60,72,78,74,64,35
242795,63,76,79,81,76,70,68,74,65,31,27,75,75,69,65,69,59,9,9,15,8,13,72,75,70,70,66,62,51,76,75,65,67,78,72,71,69,77,70,31
263829,76,75,85,77,76,86,79,74,73,58,63,32,23,75,76,76,56,5,8,6,9,15,73,36,59,70,73,63,65,79,77,75,75,67,78,22,71,29,65,74
256094,66,58,76,66,70,73,67,70,67,67,58,77,75,64,59,36,31,6,11,14,7,13,72,77,70,33,67,65,46,70,40,72,40,75,55,77,68,79,50,39
213868,70,63,85,71,77,76,51,69,60,47,49,76,76,63,59,23,23,12,14,14,14,9,79,75,58,26,68,51,36,76,56,68,32,64,50,75,67,76,36,45
233965,74,75,74,86,63,71,75,72,72,76,70,72,71,73,74,69,71,8,13,15,11,9,68,72,68,71,75,73,48,71,73,73,69,73,73,73,76,73,73,63
261785,53,76,74,62,72,66,68,81,80,78,74,75,75,79,80,71,78,10,14,13,12,8,74,76,69,79,56,78,77,68,81,78,75,81,77,72,59,75,79,72
146562,55,69,61,54,55,61,88,80,81,80,81,61,63,78,78,73,84,6,9,5,7,15,60,58,81,75,53,81,85,56,73,71,74,82,74,56,52,63,81,72
157970,39,46,63,24,70,45,39,21,41,17,15,38,17,75,16,12,19,75,74,73,77,75,10,22,34,15,75,73,26,77,17,68,74,36,55,19,37,9,16,14
224490,69,67,75,82,73,74,66,73,74,72,72,73,73,70,69,57,49,13,14,9,10,7,65,74,67,62,71,69,46,76,70,72,59,72,63,74,72,74,68,55
242426,83,88,72,86,68,50,83,76,73,69,75,41,40,78,77,72,68,8,11,5,10,10,50,35,59,70,87,67,71,69,73,72,72,68,74,38,91,43,68,66
235029,78,75,77,74,67,36,74,76,81,64,65,33,23,74,72,78,56,7,6,11,6,11,69,44,65,70,76,70,71,63,76,77,75,74,75,23,74,26,75,73
241026,84,85,72,72,58,57,80,76,71,71,78,40,30,79,81,70,76,10,8,8,7,8,57,42,71,77,84,70,63,62,70,69,72,70,79,38,84,42,67,59
225667,85,89,79,74,55,70,91,75,73,63,72,46,50,76,72,76,68,13,16,10,14,12,72,40,66,75,84,70,66,64,74,74,74,74,72,43,83,38,72,70
267365,76,61,85,71,69,71,55,76,77,61,58,43,37,71,70,76,69,14,8,5,10,9,79,42,68,75,75,70,65,71,75,75,75,79,74,37,74,38,69,74
251570,70,81,56,55,67,57,81,79,77,70,77,21,19,84,90,64,73,7,14,6,8,8,28,22,74,68,68,74,61,61,68,72,67,75,76,15,66,23,75,57
252541,64,76,65,77,60,75,71,75,74,68,66,71,72,75,75,55,57,11,6,7,14,10,58,75,74,58,64,73,55,68,64,73,57,77,61,66,64,73,74,47
242908,84,84,64,77,54,53,78,73,64,72,65,40,46,76,77,75,58,9,10,9,6,10,48,39,61,69,83,68,70,60,73,73,72,69,71,33,82,35,71,56
265650,80,61,86,65,84,77,53,63,60,34,38,76,79,60,59,40,72,5,8,7,13,9,70,77,67,78,85,58,51,78,30,60,56,69,85,73,89,76,58,29
185144,67,60,80,57,75,51,68,75,75,48,71,25,18,71,71,79,66,15,10,7,11,16,75,26,53,70,57,60,63,66,84,75,76,68,78,16,48,17,60,68
248484,54,46,77,72,78,76,47,66,74,50,39,76,75,62,62,29,25,9,10,6,13,9,75,78,66,19,61,55,35,76,24,74,30,68,46,76,67,76,39,22
232770,74,76,76,84,73,77,79,73,74,76,77,70,69,72,70,67,79,7,12,13,12,10,61,72,74,73,74,75,75,77,68,71,70,75,76,72,74,73,72,61
235781,59,61,72,76,75,70,55,76,78,49,48,76,77,73,75,72,55,8,11,11,6,9,66,73,77,72,57,68,50,74,68,77,69,78,69,78,56,80,69,49
163489,40,57,55,31,51,11,40,23,63,10,15,40,10,75,10,10,15,76,73,70,77,75,10,15,27,19,76,70,21,77,10,70,73,31,53,19,40,17,46,19
262866,73,77,68,82,66,66,83,76,72,63,72,69,74,74,71,74,68,13,10,12,9,5,53,74,79,76,75,74,66,70,79,77,74,78,71,64,76,67,77,74
215798,83,75,80,66,70,72,78,76,67,73,71,67,64,76,78,74,69,16,13,8,12,9,69,66,62,77,85,70,64,70,75,69,75,73,80,66,86,70,70,72
237442,82,76,85,85,80,76,84,68,70,58,44,75,76,67,61,37,26,14,7,10,12,7,69,74,74,40,84,66,38,81,49,74,38,74,36,75,86,76,71,26
246919,74,68,82,68,83,73,58,75,70,67,62,25,21,72,73,75,60,10,15,12,8,13,76,17,62,67,77,66,69,77,79,75,73,69,72,19,79,20,64,71
198946,60,66,82,60,76,75,71,66,71,73,63,77,75,68,69,48,62,9,10,15,13,15,79,77,64,58,59,66,60,72,66,74,56,69,66,75,59,78,58,57
171791,31,31,75,73,82,82,46,68,70,47,51,76,74,60,61,42,32,7,11,16,10,6,80,75,69,43,31,62,43,79,48,64,46,74,60,74,31,79,63,36
275070,69,43,82,70,80,86,50,65,68,33,43,75,74,58,55,24,27,14,12,14,5,6,73,75,41,24,68,41,43,79,29,74,29,53,43,75,68,76,32,27
263673,48,34,59,39,53,24,32,17,34,9,10,45,10,77,12,4,8,76,73,74,72,77,11,8,37,12,76,74,21,72,4,71,73,41,56,17,41,9,63,14
269208,64,34,87,78,86,71,52,68,63,41,45,76,75,62,65,46,36,7,10,6,6,9,79,76,59,39,50,52,70,81,43,72,49,64,63,73,38,78,44,38
272014,52,69,76,70,80,80,81,75,72,80,69,77,81,73,72,50,62,11,7,6,14,11,71,82,74,47,53,72,71,77,69,77,53,76,62,70,54,75,59,40
203502,77,86,75,74,60,54,86,74,70,71,65,60,59,76,74,74,64,8,12,13,8,10,69,59,66,71,74,72,71,63,77,76,72,76,69,55,72,59,73,75
213374,50,50,81,76,83,81,31,58,81,42,44,76,78,57,56,38,61,10,13,13,8,12,78,78,57,63,59,52,61,81,27,72,52,62,77,73,66,73,41,46
265878,61,69,66,80,72,70,78,76,72,72,68,72,74,74,74,69,81,9,8,12,13,10,51,74,73,73,65,74,67,73,64,69,69,78,71,70,68,76,69,55
252442,77,59,79,81,75,74,64,73,61,67,63,72,72,69,69,49,45,7,12,9,12,6,64,72,63,54,81,63,51,77,61,70,54,65,64,73,84,74,58,48
211591,68,65,89,72,86,75,65,74,74,50,69,30,39,71,71,75,58,7,13,11,10,8,80,22,50,65,71,62,79,80,78,75,74,70,78,16,74,14,69,73
212501,40,49,77,72,83,74,52,76,77,73,71,76,74,70,71,62,68,14,8,14,14,6,77,76,77,73,53,75,55,78,75,72,69,78,83,75,64,78,71,68
229542,37,26,60,24,62,20,37,19,32,18,16,36,14,76,15,18,10,75,72,72,73,76,12,14,20,17,75,72,18,73,9,74,72,23,54,11,35,17,41,14
213814,84,83,72,79,68,61,81,76,74,77,78,52,57,77,78,67,69,11,10,6,10,5,50,55,70,68,80,73,69,70,75,69,69,76,71,46,76,48,68,69
254088,88,92,61,65,45,42,87,80,69,68,71,25,19,80,79,74,60,13,15,8,11,6,48,22,60,69,85,68,63,50,74,69,71,69,74,22,82,25,71,54
238227,90,89,78,84,61,57,76,75,70,66,62,50,55,78,79,68,58,10,8,11,11,12,62,48,64,72,89,66,59,67,69,70,69,68,73,50,89,42,69,68
220820,44,33,70,31,72,29,36,24,33,17,18,43,22,78,19,19,19,77,74,73,72,78,22,18,25,17,77,73,29,72,13,65,74,31,55,18,42,19,42,16
207935,32,40,63,42,72,20,32,40,68,13,12,38,18,77,17,12,17,74,72,77,74,77,12,21,53,16,74,77,20,74,19,74,72,58,58,18,48,12,67,19
199103,34,30,69,30,76,31,33,32,67,13,27,34,26,77,20,11,15,76,72,71,75,77,23,24,39,13,76,71,17,75,15,70,72,41,53,22,35,21,64,15
231227,73,80,73,75,69,77,84,80,73,65,63,71,73,78,76,66,63,12,9,5,9,5,61,71,75,80,70,73,62,72,64,73,72,78,82,71,68,73,74,65
232787,86,80,71,81,62,72,82,74,66,72,75,53,42,76,77,75,77,6,9,11,11,13,50,58,56,75,82,71,65,69,72,66,74,72,79,56,78,61,76,59
208135,65,61,82,84,82,80,63,74,78,66,64,77,76,74,76,78,54,15,12,12,15,14,72,80,72,78,57,72,54,82,81,79,78,76,84,74,51,77,75,78
267298,65,61,70,79,70,75,75,78,72,42,48,73,76,74,75,65,51,14,6,12,15,12,61,76,76,67,64,66,62,73,68,73,63,79,57,68,63,72,70,55
240097,67,77,73,80,73,76,79,74,76,62,57,71,71,73,71,52,55,13,12,14,11,6,62,69,73,55,64,71,50,75,62,72,53,78,59,70,62,75,73,32
189060,62,64,73,66,79,78,64,66,73,53,32,77,77,64,62,41,61,10,7,11,13,8,75,78,74,53,54,63,65,75,63,70,51,67,69,76,47,78,65,37
215502,39,33,58,34,56,19,54,18,65,19,12,37,20,77,20,12,20,77,71,70,72,77,13,21,32,18,77,70,21,72,15,73,71,35,53,16,35,16,62,12
260105,68,63,82,67,80,69,59,63,70,36,37,75,75,65,65,27,33,10,11,14,12,6,74,74,60,40,73,53,49,75,25,74,37,68,56,75,77,77,48,38
233926,60,64,75,72,79,83,63,62,72,42,30,76,77,60,55,31,27,10,13,9,8,13,65,76,56,27,57,49,48,78,39,74,36,67,54,79,55,76,30,30
233866,69,69,79,68,74,55,67,78,75,58,73,45,44,76,78,78,73,7,6,13,11,13,71,39,58,70,73,67,76,69,77,70,75,73,76,28,76,46,71,64
226168,63,68,73,78,73,70,69,74,75,67,64,72,70,71,69,54,48,15,10,13,15,8,65,74,71,59,63,69,60,74,59,77,60,76,76,72,63,76,66,50
153048,65,82,47,58,49,45,70,75,76,72,82,33,32,74,72,71,71,12,9,10,8,15,35,38,72,75,65,76,61,50,76,75,71,78,69,42,65,28,77,74
262745,60,68,76,79,72,59,52,78,74,53,60,66,62,74,75,61,53,10,5,7,14,5,59,70,77,64,63,70,51,71,68,75,61,78,64,61,66,70,76,46
241775,84,68,94,74,84,73,55,63,68,38,36,75,73,63,61,43,32,15,12,10,10,8,76,76,72,52,86,53,41,80,60,72,50,67,67,72,87,76,37,30
219953,79,79,71,73,62,74,74,74,73,75,76,42,36,76,77,71,77,13,6,6,14,11,55,37,67,76,78,73,73,68,74,73,74,73,81,43,77,48,72,63
226385,83,81,70,86,61,50,80,71,70,73,65,43,50,75,78,69,61,16,8,12,7,8,50,38,65,66,84,69,71,66,69,66,70,70,74,36,84,39,71,70
265350,33,53,71,78,74,77,67,65,77,40,52,77,78,62,58,41,52,10,11,10,10,14,76,80,72,45,40,60,47,75,54,70,47,70,63,74,45,76,56,42
271019,70,74,69,72,55,69,79,77,71,63,68,68,64,75,74,73,64,8,9,8,7,6,70,69,74,72,67,72,58,63,78,73,72,77,74,68,65,69,75,71
214040,78,82,80,80,74,76,68,77,78,76,71,68,64,78,79,67,61,7,15,13,9,7,67,69,74,70,80,74,63,76,77,72,68,75,78,73,81,71,74,33
195272,74,70,75,71,66,77,79,75,73,78,77,69,68,74,74,66,66,11,8,13,12,15,69,72,72,75,73,74,66,70,74,76,72,76,79,68,72,69,67,81
265875,36,63,72,81,75,73,51,69,66,47,55,77,77,64,62,44,44,8,13,10,14,11,76,75,74,48,53,65,45,76,49,73,47,76,57,76,67,78,64,38
232805,67,67,75,82,73,70,69,70,69,61,58,75,74,68,67,38,60,15,12,13,14,12,70,72,63,68,71,64,43,75,64,72,53,70,72,81,75,78,58,53
265833,56,66,65,71,62,73,70,75,68,75,65,73,72,68,63,47,46,10,6,12,7,14,63,80,59,49,60,68,52,67,57,75,53,76,71,75,64,73,59,43
211269,65,77,60,76,63,60,70,78,78,65,73,65,65,76,75,64,69,9,14,6,11,6,45,73,75,69,67,73,59,66,71,74,67,78,71,66,69,67,74,65
241487,76,82,78,84,60,60,86,78,72,69,68,45,40,76,73,72,57,13,12,12,13,6,71,31,69,71,84,71,69,67,79,80,73,74,77,39,90,53,74,65
268261,77,77,66,66,63,49,60,80,69,72,58,41,44,77,78,71,55,12,13,8,6,15,46,37,66,77,73,70,57,61,73,72,71,74,68,35,69,41,69,61
237595,67,65,76,69,77,79,62,70,71,63,45,76,76,67,64,37,42,11,15,6,6,7,66,77,74,44,71,61,45,75,56,75,42,65,48,80,74,78,50,47
265377,81,58,75,74,69,58,70,76,63,45,60,54,33,73,75,82,55,10,12,7,6,11,58,67,66,80,80,64,58,68,84,77,77,70,67,44,80,68,72,63
226789,69,74,72,78,68,69,65,80,75,76,76,67,61,78,80,71,75,12,6,11,15,14,67,67,71,70,71,75,56,71,74,72,69,76,70,69,72,73,76,58
230564,79,83,66,79,60,68,80,77,70,71,70,63,63,78,78,67,63,8,11,13,8,14,47,70,72,70,78,72,62,67,68,72,67,75,67,65,78,64,72,64
243657,66,71,68,78,67,74,57,76,79,75,75,71,71,71,69,60,73,10,7,7,5,12,59,72,79,70,66,77,66,71,63,72,65,80,74,70,66,74,76,53
272232,75,64,82,71,82,75,71,70,77,69,58,75,78,68,65,45,69,9,9,6,5,9,67,75,69,60,73,65,69,78,35,74,53,74,65,70,71,75,45,59
238277,75,72,66,90,67,65,68,78,70,51,62,54,45,76,77,74,60,11,7,5,11,11,47,60,69,69,77,68,83,72,79,70,73,74,72,50,78,62,75,60
252937,79,82,64,67,53,59,77,78,73,64,63,36,34,79,80,72,58,7,15,11,13,10,53,30,62,61,76,70,62,58,74,76,68,76,67,34,74,38,75,59
245992,69,75,58,73,52,73,77,77,77,65,65,70,70,76,76,53,55,9,7,9,13,12,50,72,77,60,60,75,65,62,58,78,58,83,63,67,53,76,75,58
225793,70,65,82,63,79,81,64,62,63,60,55,74,71,61,58,35,33,7,6,12,14,11,71,75,63,55,81,61,44,76,46,72,44,68,53,77,90,75,56,40
265879,74,69,73,86,66,63,72,66,65,70,61,73,74,65,62,43,44,14,7,11,8,13,62,75,61,41,76,65,49,71,48,70,46,73,59,72,78,75,53,45
245597,82,78,76,84,64,71,82,76,67,76,71,69,73,75,74,40,50,11,9,12,12,6,62,68,73,60,80,74,46,71,75,77,51,76,65,66,79,68,76,42
199669,67,66,83,79,81,81,57,68,77,45,55,74,73,67,66,53,40,14,8,8,12,13,73,78,70,50,68,62,50,81,61,70,54,73,60,76,69,73,60,43
228383,42,45,70,38,71,36,48,35,56,18,20,42,25,76,20,15,24,76,75,72,75,76,24,23,46,16,76,72,24,75,16,66,75,48,54,18,42,19,57,15
248602,65,57,82,74,80,81,54,68,72,60,61,75,75,65,64,35,28,11,9,13,11,8,75,74,69,38,69,63,34,79,51,74,40,72,55,74,73,75,57,31
256949,78,86,72,88,65,68,84,76,76,69,70,62,62,77,76,70,62,8,12,13,6,9,55,64,71,66,77,72,56,72,74,70,68,74,67,62,77,64,77,62
232099,53,67,82,80,84,78,56,79,80,62,65,74,71,75,75,72,51,9,14,8,12,13,78,74,73,67,59,71,57,82,75,75,71,75,76,70,64,76,77,62
256548,91,77,80,93,71,46,69,73,67,67,69,36,46,74,76,73,73,7,9,11,10,9,56,29,63,74,93,67,74,72,68,65,73,67,75,27,94,28,68,64
227785,73,77,69,82,72,54,75,76,73,73,66,40,38,75,74,77,64,9,12,7,8,16,63,41,69,79,72,72,76,71,79,72,78,74,81,33,72,35,72,74
266436,73,80,76,79,70,65,71,75,71,63,58,72,72,75,74,73,62,5,12,13,11,14,68,74,74,72,74,72,63,72,76,75,70,76,70,66,74,74,78,45
240458,51,67,60,79,66,68,69,76,76,60,61,72,72,71,68,69,59,14,12,11,14,14,54,73,76,68,43,72,51,69,66,76,63,78,52,71,37,79,75,44
241707,55,54,71,73,78,75,52,76,72,58,46,74,73,71,72,56,39,12,12,12,14,12,61,78,78,62,58,70,42,76,68,75,60,79,73,70,61,78,76,45
227222,72,67,78,76,73,76,74,74,67,74,56,73,71,71,69,38,42,8,14,16,13,7,70,73,65,47,71,68,44,75,65,71,47,73,66,76,70,74,63,32
233125,74,84,59,93,47,58,81,78,69,65,69,43,31,79,79,70,61,14,15,8,10,12,53,59,75,72,72,73,52,61,70,75,70,77,72,34,71,44,77,67
252793,64,60,80,74,76,75,64,72,76,41,47,76,76,67,63,29,34,9,5,10,13,14,74,75,73,28,66,61,43,76,38,74,36,76,59,75,68,76,58,33
265116,63,64,65,74,63,73,71,75,67,66,70,71,74,71,70,67,67,9,12,14,10,10,55,73,78,66,67,73,74,68,61,74,67,76,68,69,71,73,71,58
225316,70,67,89,84,86,82,67,72,71,48,42,72,70,65,59,50,28,13,11,13,8,13,77,71,78,61,78,63,37,85,58,70,56,77,77,71,85,72,58,26
268621,66,59,73,71,70,76,59,68,60,26,30,76,77,59,50,39,33,10,9,13,14,10,69,78,68,26,67,52,46,72,32,75,37,75,43,75,68,77,36,38
205590,61,63,81,71,81,76,68,71,73,67,57,75,77,65,59,37,42,8,7,11,8,9,72,78,68,57,62,65,54,78,55,77,50,73,70,75,62,72,55,53
199897,54,67,69,78,71,69,73,67,73,52,53,75,75,67,64,41,50,6,13,13,10,9,65,80,69,49,57,65,50,72,53,77,47,76,58,69,60,77,64,40
267219,44,48,64,35,68,14,41,16,34,12,11,44,12,73,10,10,9,78,70,77,72,73,12,9,30,15,78,77,24,72,9,74,70,27,58,9,45,12,32,8
266922,78,70,74,79,72,64,77,78,66,70,68,67,56,76,76,71,55,12,13,6,8,10,54,74,70,70,78,71,52,72,77,76,71,74,77,73,78,74,74,66
244108,77,84,60,85,59,69,81,75,74,73,67,66,66,76,75,74,65,13,9,7,13,10,41,68,69,68,72,74,58,68,73,74,71,77,70,68,67,71,75,76
245877,46,51,75,52,72,77,73,68,59,57,40,76,76,55,42,26,47,10,13,8,6,7,78,79,65,45,49,60,50,68,42,71,39,77,63,72,51,75,40,28
234727,76,60,86,67,79,74,57,61,66,40,38,75,74,59,56,36,39,14,11,14,9,13,72,77,65,40,73,56,40,75,42,76,40,67,51,76,70,76,53,35
185195,59,59,85,87,85,74,74,74,74,64,64,43,37,71,71,80,55,9,11,13,16,8,79,32,55,72,61,64,66,83,77,75,77,69,79,41,62,45,65,75
228861,69,59,87,78,91,71,59,75,71,53,65,37,21,68,66,79,59,10,16,11,14,9,75,38,52,71,68,58,75,84,77,69,77,64,79,22,67,44,56,76
270141,30,33,65,23,80,16,37,16,44,11,14,31,7,81,12,6,10,79,72,71,76,81,10,11,26,8,79,71,11,76,8,56,72,32,53,11,32,12,43,5
257889,76,65,81,78,75,88,74,71,69,53,41,74,75,68,65,52,45,10,10,5,9,10,69,72,70,70,67,64,49,79,55,71,61,72,79,74,59,76,66,60
232104,94,83,71,74,56,79,82,74,65,73,73,46,52,74,72,72,54,7,6,11,15,9,50,42,58,65,93,66,64,66,74,76,70,68,73,34,93,45,65,58
265931,61,64,77,76,74,74,71,71,63,52,61,76,76,67,64,42,39,6,13,6,6,6,71,73,66,41,69,61,40,75,36,72,44,78,56,75,75,79,41,38
212432,52,31,52,29,33,19,53,18,63,11,19,51,29,78,12,18,15,77,72,62,73,78,16,17,23,14,77,62,19,73,12,73,72,28,47,16,50,18,61,18
256107,76,75,79,85,76,85,70,72,74,72,66,71,74,70,67,55,37,8,9,14,11,11,60,66,73,53,79,71,49,80,71,70,57,74,68,72,82,75,74,34
231554,74,67,76,76,69,66,70,68,66,74,60,72,71,69,69,53,60,13,7,6,5,14,68,70,67,40,79,70,43,71,65,73,50,73,54,74,83,76,67,42
188400,47,59,63,31,62,29,42,16,47,18,11,46,17,77,11,14,17,73,75,70,74,77,10,17,46,15,73,70,24,74,18,69,75,40,53,17,45,11,56,17
239096,41,61,71,78,69,75,43,72,70,39,42,77,78,66,64,35,31,12,10,6,11,5,78,78,68,29,48,62,38,73,34,69,36,76,47,75,54,76,67,27
207599,40,50,79,49,85,77,50,63,69,57,53,76,75,59,57,50,33,16,7,8,14,11,79,76,69,46,41,62,48,74,29,73,49,69,58,74,42,76,60,40
261539,78,78,82,87,79,75,75,74,70,48,55,72,71,75,77,42,49,11,11,11,6,13,64,74,73,70,78,67,61,80,52,69,56,76,76,72,78,74,73,47
231512,64,55,82,72,81,75,50,73,73,62,46,75,74,67,67,34,44,7,8,8,11,12,75,74,67,40,67,65,45,78,57,70,40,73,50,74,69,77,60,34
270525,71,78,66,53,68,62,60,78,65,76,64,51,52,76,77,71,59,13,11,10,11,10,49,46,59,70,75,72,56,63,78,76,68,76,60,54,78,52,74,59
211999,53,54,79,71,83,86,55,68,69,42,38,79,83,62,58,34,41,9,13,11,12,8,75,78,63,51,54,57,46,80,43,75,43,68,58,74,54,78,59,29
180283,54,62,66,86,75,73,66,76,75,69,76,64,59,70,69,59,72,14,9,7,9,10,55,71,80,72,54,76,67,77,67,66,66,77,74,58,54,68,78,66
235458,64,44,86,67,94,83,39,61,68,39,37,73,74,55,52,31,32,9,10,7,7,14,72,73,52,29,68,49,36,85,29,71,35,61,53,72,71,74,44,32
250941,88,84,80,84,73,65,72,75,61,74,74,69,68,76,78,65,69,9,14,7,9,13,58,66,70,75,87,71,41,75,64,68,68,72,78,72,87,73,65,57
